AlertID,Attack,RiskScore,Priority,MITRE_Technique,Timestamp
897,BENIGN,10,Low,Unknown,2026-03-07 16:05:13
898,DDoS,90,Critical,Impact,2026-03-07 16:05:15
899,DoS Hulk,85,High,Unknown,2026-03-07 16:05:17
900,BENIGN,10,Low,Unknown,2026-03-07 16:05:19
901,BENIGN,10,Low,Unknown,2026-03-07 16:05:21
902,BENIGN,10,Low,Unknown,2026-03-07 16:05:24
903,Data Exfiltration,73,High,Exfiltration,2026-03-07 16:05:26
904,BENIGN,10,Low,Unknown,2026-03-07 16:05:28
905,Malware Beaconing,73,High,Command and Control,2026-03-07 16:05:30
906,BENIGN,10,Low,Unknown,2026-03-07 16:05:32
907,Data Exfiltration,88,High,Exfiltration,2026-03-07 16:05:34
908,BENIGN,10,Low,Unknown,2026-03-07 16:05:36
909,BENIGN,10,Low,Unknown,2026-03-07 16:05:39
910,DoS Hulk,85,High,Unknown,2026-03-07 16:05:41
911,Privilege Escalation,78,High,Privilege Escalation,2026-03-07 16:05:43
912,BENIGN,10,Low,Unknown,2026-03-07 16:05:45
913,Phishing Attempt,86,High,Initial Access,2026-03-07 16:05:47
914,BENIGN,10,Low,Unknown,2026-03-07 16:05:50
915,BENIGN,10,Low,Unknown,2026-03-07 16:05:52
916,DDoS,90,Critical,Impact,2026-03-07 16:05:54
917,BENIGN,10,Low,Unknown,2026-03-07 16:05:56
918,BENIGN,10,Low,Unknown,2026-03-07 16:05:59
919,BENIGN,10,Low,Unknown,2026-03-07 16:06:01
920,BENIGN,10,Low,Unknown,2026-03-07 16:06:03
921,BENIGN,10,Low,Unknown,2026-03-07 16:06:05
922,BENIGN,10,Low,Unknown,2026-03-07 16:06:07
923,Ransomware Activity,70,High,Impact,2026-03-07 16:06:09
924,Malware Beaconing,88,High,Command and Control,2026-03-07 16:06:11
925,BENIGN,10,Low,Unknown,2026-03-07 16:06:13
926,BENIGN,10,Low,Unknown,2026-03-07 16:06:16
927,BENIGN,10,Low,Unknown,2026-03-07 16:06:18
928,DoS Hulk,85,High,Unknown,2026-03-07 16:06:20
929,DDoS,90,Critical,Impact,2026-03-07 16:06:22
930,BENIGN,10,Low,Unknown,2026-03-07 16:06:24
931,BENIGN,10,Low,Unknown,2026-03-07 16:06:27
932,Privilege Escalation,93,Critical,Privilege Escalation,2026-03-07 16:06:29
933,BENIGN,10,Low,Unknown,2026-03-07 16:06:31
934,Privilege Escalation,70,High,Privilege Escalation,2026-03-07 16:06:33
935,DDoS,90,Critical,Impact,2026-03-07 16:06:35
936,BENIGN,10,Low,Unknown,2026-03-07 16:06:37
937,BENIGN,10,Low,Unknown,2026-03-07 16:06:39
938,Data Exfiltration,88,High,Exfiltration,2026-03-07 16:06:41
939,BENIGN,10,Low,Unknown,2026-03-07 16:06:44
940,BENIGN,10,Low,Unknown,2026-03-07 16:06:46
941,BENIGN,10,Low,Unknown,2026-03-07 16:06:48
942,BENIGN,10,Low,Unknown,2026-03-07 16:06:51
943,Malware Beaconing,74,High,Command and Control,2026-03-07 16:06:53
944,BENIGN,10,Low,Unknown,2026-03-07 16:06:55
945,BENIGN,10,Low,Unknown,2026-03-07 16:06:57
946,DDoS,90,Critical,Impact,2026-03-07 16:06:59
947,SSH-Patator,75,High,Credential Access,2026-03-07 16:07:02
948,Malware Beaconing,84,High,Command and Control,2026-03-07 16:07:04
949,BENIGN,10,Low,Unknown,2026-03-07 16:07:06
950,BENIGN,10,Low,Unknown,2026-03-07 16:07:08
951,BENIGN,10,Low,Unknown,2026-03-07 16:07:10
952,BENIGN,10,Low,Unknown,2026-03-07 16:07:13
953,BENIGN,10,Low,Unknown,2026-03-07 16:07:15
954,Ransomware Activity,85,High,Impact,2026-03-07 16:07:17
955,BENIGN,10,Low,Unknown,2026-03-07 16:07:19
956,DoS Slowhttptest,80,High,Unknown,2026-03-07 16:07:21
957,BENIGN,10,Low,Unknown,2026-03-07 16:07:24
958,BENIGN,10,Low,Unknown,2026-03-07 16:07:26
959,Malware Beaconing,75,High,Command and Control,2026-03-07 16:07:28
960,DDoS,90,Critical,Impact,2026-03-07 16:07:30
961,Privilege Escalation,80,High,Privilege Escalation,2026-03-07 16:07:32
962,Data Exfiltration,90,Critical,Exfiltration,2026-03-07 16:07:34
963,BENIGN,10,Low,Unknown,2026-03-07 16:07:36
964,Malware Beaconing,93,Critical,Command and Control,2026-03-07 16:07:38
965,Privilege Escalation,89,High,Privilege Escalation,2026-03-07 16:07:40
966,BENIGN,10,Low,Unknown,2026-03-07 16:07:42
967,BENIGN,10,Low,Unknown,2026-03-07 16:07:45
968,BENIGN,10,Low,Unknown,2026-03-07 16:07:47
969,BENIGN,10,Low,Unknown,2026-03-07 16:07:49
970,Privilege Escalation,91,Critical,Privilege Escalation,2026-03-07 16:07:51
971,Malware Beaconing,78,High,Command and Control,2026-03-07 16:07:53
972,BENIGN,10,Low,Unknown,2026-03-07 16:07:55
973,BENIGN,10,Low,Unknown,2026-03-07 16:07:58
974,Malware Beaconing,80,High,Command and Control,2026-03-07 16:08:00
975,BENIGN,10,Low,Unknown,2026-03-07 16:08:02
976,Privilege Escalation,90,Critical,Privilege Escalation,2026-03-07 16:08:04
977,BENIGN,10,Low,Unknown,2026-03-07 16:08:06
978,Privilege Escalation,93,Critical,Privilege Escalation,2026-03-07 16:08:08
979,DoS Hulk,85,High,Unknown,2026-03-07 16:08:10
980,BENIGN,10,Low,Unknown,2026-03-07 16:08:13
981,DoS Hulk,85,High,Unknown,2026-03-07 16:08:15
982,BENIGN,10,Low,Unknown,2026-03-07 16:08:18
983,Phishing Attempt,79,High,Initial Access,2026-03-07 16:08:20
984,Ransomware Activity,94,Critical,Impact,2026-03-07 16:08:22
985,Phishing Attempt,77,High,Initial Access,2026-03-07 16:08:24
986,BENIGN,10,Low,Unknown,2026-03-07 16:08:26
987,BENIGN,10,Low,Unknown,2026-03-07 16:08:28
988,BENIGN,10,Low,Unknown,2026-03-07 16:08:31
989,BENIGN,10,Low,Unknown,2026-03-07 16:08:33
990,BENIGN,10,Low,Unknown,2026-03-07 16:08:35
991,Ransomware Activity,83,High,Impact,2026-03-07 16:08:37
992,BENIGN,10,Low,Unknown,2026-03-07 16:08:40
993,Phishing Attempt,73,High,Initial Access,2026-03-07 16:08:42
994,Ransomware Activity,80,High,Impact,2026-03-07 16:08:44
995,BENIGN,10,Low,Unknown,2026-03-07 16:08:46
996,BENIGN,10,Low,Unknown,2026-03-07 16:08:48
997,DoS Hulk,85,High,Unknown,2026-03-07 16:08:50
998,Ransomware Activity,81,High,Impact,2026-03-07 16:08:52
999,Malware Beaconing,86,High,Command and Control,2026-03-07 16:08:55
1000,Phishing Attempt,92,Critical,Initial Access,2026-03-07 16:08:57
1001,BENIGN,10,Low,Unknown,2026-03-07 16:08:59
1002,DoS Hulk,85,High,Unknown,2026-03-07 16:09:01
1003,Privilege Escalation,72,High,Privilege Escalation,2026-03-07 16:09:03
1004,BENIGN,10,Low,Unknown,2026-03-07 16:09:05
1005,BENIGN,10,Low,Unknown,2026-03-07 16:09:07
1006,Phishing Attempt,91,Critical,Initial Access,2026-03-07 16:09:09
1007,BENIGN,10,Low,Unknown,2026-03-07 16:09:12
1008,BENIGN,10,Low,Unknown,2026-03-07 16:09:14
1009,BENIGN,10,Low,Unknown,2026-03-07 16:09:16
1010,BENIGN,10,Low,Unknown,2026-03-07 16:09:18
1011,BENIGN,10,Low,Unknown,2026-03-07 16:09:21
1012,BENIGN,10,Low,Unknown,2026-03-07 16:09:23
1013,PortScan,50,Medium,Reconnaissance,2026-03-07 16:09:25
1014,BENIGN,10,Low,Unknown,2026-03-07 16:09:27
1015,BENIGN,10,Low,Unknown,2026-03-07 16:09:29
1016,BENIGN,10,Low,Unknown,2026-03-07 16:09:31
1017,BENIGN,10,Low,Unknown,2026-03-07 16:09:34
1018,BENIGN,10,Low,Unknown,2026-03-07 16:09:36
1019,DoS Slowhttptest,80,High,Unknown,2026-03-07 16:09:38
1020,BENIGN,10,Low,Unknown,2026-03-07 16:09:40
1021,BENIGN,10,Low,Unknown,2026-03-07 16:09:42
1022,BENIGN,10,Low,Unknown,2026-03-07 16:09:44
1023,Malware Beaconing,71,High,Command and Control,2026-03-07 16:09:46
1024,Ransomware Activity,84,High,Impact,2026-03-07 16:09:48
1025,BENIGN,10,Low,Unknown,2026-03-07 16:09:50
1026,DoS Hulk,85,High,Unknown,2026-03-07 16:09:53
1027,DoS Hulk,85,High,Unknown,2026-03-07 16:09:55
1028,Malware Beaconing,75,High,Command and Control,2026-03-07 16:09:57
1029,BENIGN,10,Low,Unknown,2026-03-07 16:09:59
1030,Ransomware Activity,77,High,Impact,2026-03-07 16:10:01
1031,Ransomware Activity,70,High,Impact,2026-03-07 16:10:03
1032,BENIGN,10,Low,Unknown,2026-03-07 16:10:05
1033,DDoS,90,Critical,Impact,2026-03-07 16:10:08
1034,BENIGN,10,Low,Unknown,2026-03-07 16:10:10
1035,BENIGN,10,Low,Unknown,2026-03-07 16:10:12
1036,BENIGN,10,Low,Unknown,2026-03-07 16:10:15
1037,BENIGN,10,Low,Unknown,2026-03-07 16:10:17
1038,DoS Hulk,85,High,Unknown,2026-03-07 16:10:20
1039,DDoS,90,Critical,Impact,2026-03-07 16:10:22
1040,BENIGN,10,Low,Unknown,2026-03-07 16:10:24
1041,BENIGN,10,Low,Unknown,2026-03-07 16:10:27
1042,DoS Hulk,85,High,Unknown,2026-03-07 16:10:29
1043,BENIGN,10,Low,Unknown,2026-03-07 16:10:31
1044,DoS Hulk,85,High,Unknown,2026-03-07 16:10:34
1045,BENIGN,10,Low,Unknown,2026-03-07 16:10:36
1046,BENIGN,10,Low,Unknown,2026-03-07 16:10:39
1047,Privilege Escalation,75,High,Privilege Escalation,2026-03-07 16:10:41
1048,BENIGN,10,Low,Unknown,2026-03-07 16:10:43
1049,BENIGN,10,Low,Unknown,2026-03-07 16:10:45
1050,BENIGN,10,Low,Unknown,2026-03-07 16:10:48
1051,BENIGN,10,Low,Unknown,2026-03-07 16:10:50
1052,DoS Hulk,85,High,Unknown,2026-03-07 16:10:52
1053,DoS Slowhttptest,80,High,Unknown,2026-03-07 16:10:55
1054,BENIGN,10,Low,Unknown,2026-03-07 16:10:57
1055,DoS Hulk,85,High,Unknown,2026-03-07 16:11:00
1056,Ransomware Activity,74,High,Impact,2026-03-07 16:11:02
1057,PortScan,50,Medium,Reconnaissance,2026-03-07 16:11:05
1058,BENIGN,10,Low,Unknown,2026-03-07 16:11:07
1059,BENIGN,10,Low,Unknown,2026-03-07 16:11:09
1060,BENIGN,10,Low,Unknown,2026-03-07 16:11:11
1061,BENIGN,10,Low,Unknown,2026-03-07 16:11:14
1062,BENIGN,10,Low,Unknown,2026-03-07 16:11:16
1063,BENIGN,10,Low,Unknown,2026-03-07 16:11:18
1064,BENIGN,10,Low,Unknown,2026-03-07 16:11:21
1065,Privilege Escalation,91,Critical,Privilege Escalation,2026-03-07 16:11:23
1066,PortScan,50,Medium,Reconnaissance,2026-03-07 16:11:25
1067,BENIGN,10,Low,Unknown,2026-03-07 16:11:27
1068,BENIGN,10,Low,Unknown,2026-03-07 16:11:29
1069,BENIGN,10,Low,Unknown,2026-03-07 16:11:32
1070,Data Exfiltration,80,High,Exfiltration,2026-03-07 16:11:34
1071,BENIGN,10,Low,Unknown,2026-03-07 16:11:36
1072,Ransomware Activity,86,High,Impact,2026-03-07 16:11:38
1073,Phishing Attempt,94,Critical,Initial Access,2026-03-07 16:11:40
1074,BENIGN,10,Low,Unknown,2026-03-07 16:11:42
1075,BENIGN,10,Low,Unknown,2026-03-07 16:11:44
1076,BENIGN,10,Low,Unknown,2026-03-07 16:11:47
1077,BENIGN,10,Low,Unknown,2026-03-07 16:11:49
1078,BENIGN,10,Low,Unknown,2026-03-07 16:11:51
1079,BENIGN,10,Low,Unknown,2026-03-07 16:11:54
1080,BENIGN,10,Low,Unknown,2026-03-07 16:11:56
1081,BENIGN,10,Low,Unknown,2026-03-07 16:11:58
1082,BENIGN,10,Low,Unknown,2026-03-07 16:12:01
1083,BENIGN,10,Low,Unknown,2026-03-07 16:12:03
1084,BENIGN,10,Low,Unknown,2026-03-07 16:12:05
1085,BENIGN,10,Low,Unknown,2026-03-07 16:12:07
1086,PortScan,50,Medium,Reconnaissance,2026-03-07 16:12:10
1087,DoS Hulk,85,High,Unknown,2026-03-07 16:12:12
1088,Ransomware Activity,89,High,Impact,2026-03-07 16:12:14
1089,Phishing Attempt,75,High,Initial Access,2026-03-07 16:12:16
1090,BENIGN,10,Low,Unknown,2026-03-07 16:12:18
1091,BENIGN,10,Low,Unknown,2026-03-07 16:12:20
1092,Phishing Attempt,84,High,Initial Access,2026-03-07 16:12:22
1093,BENIGN,10,Low,Unknown,2026-03-07 16:12:24
1094,Ransomware Activity,82,High,Impact,2026-03-07 16:12:26
1095,BENIGN,10,Low,Unknown,2026-03-07 16:12:28
1096,PortScan,50,Medium,Reconnaissance,2026-03-07 16:12:31
1097,PortScan,50,Medium,Reconnaissance,2026-03-07 16:12:33
1098,DDoS,90,Critical,Impact,2026-03-07 16:12:35
1099,BENIGN,10,Low,Unknown,2026-03-07 16:12:37
1100,BENIGN,10,Low,Unknown,2026-03-07 16:12:39
1101,PortScan,50,Medium,Reconnaissance,2026-03-07 16:12:42
1102,DoS Hulk,85,High,Unknown,2026-03-07 16:12:44
1103,BENIGN,10,Low,Unknown,2026-03-07 16:12:46
1104,DoS Hulk,85,High,Unknown,2026-03-07 16:12:48
1105,BENIGN,10,Low,Unknown,2026-03-07 16:12:50
1106,BENIGN,10,Low,Unknown,2026-03-07 16:12:52
1107,Ransomware Activity,89,High,Impact,2026-03-07 16:12:54
1108,BENIGN,10,Low,Unknown,2026-03-07 16:12:57
1109,BENIGN,10,Low,Unknown,2026-03-07 16:12:59
1110,BENIGN,10,Low,Unknown,2026-03-07 16:13:01
1111,DDoS,90,Critical,Impact,2026-03-07 16:13:03
1112,BENIGN,10,Low,Unknown,2026-03-07 16:13:05
1113,DoS Hulk,85,High,Unknown,2026-03-07 16:13:07
1114,Malware Beaconing,90,Critical,Command and Control,2026-03-07 16:13:09
1115,BENIGN,10,Low,Unknown,2026-03-07 16:13:12
1116,Data Exfiltration,72,High,Exfiltration,2026-03-07 16:13:14
1117,Phishing Attempt,77,High,Initial Access,2026-03-07 16:13:16
1118,Privilege Escalation,91,Critical,Privilege Escalation,2026-03-07 16:13:18
1119,BENIGN,10,Low,Unknown,2026-03-07 16:13:20
1120,BENIGN,10,Low,Unknown,2026-03-07 16:13:22
1121,DoS Hulk,85,High,Unknown,2026-03-07 16:13:24
1122,BENIGN,10,Low,Unknown,2026-03-07 16:13:26
1123,BENIGN,10,Low,Unknown,2026-03-07 16:13:29
1124,DoS Hulk,85,High,Unknown,2026-03-07 16:13:31
1125,BENIGN,10,Low,Unknown,2026-03-07 16:13:33
1126,PortScan,50,Medium,Reconnaissance,2026-03-07 16:13:35
1127,Privilege Escalation,90,Critical,Privilege Escalation,2026-03-07 16:13:37
1128,BENIGN,10,Low,Unknown,2026-03-07 16:13:39
1129,BENIGN,10,Low,Unknown,2026-03-07 16:13:42
1130,Data Exfiltration,91,Critical,Exfiltration,2026-03-07 16:13:44
1131,DDoS,90,Critical,Impact,2026-03-07 16:13:46
1132,DoS Hulk,85,High,Unknown,2026-03-07 16:13:48
1133,Privilege Escalation,84,High,Privilege Escalation,2026-03-07 16:13:50
1134,DoS Hulk,85,High,Unknown,2026-03-07 16:13:52
1135,Malware Beaconing,90,Critical,Command and Control,2026-03-07 16:13:54
1136,Data Exfiltration,95,Critical,Exfiltration,2026-03-07 16:13:56
1137,BENIGN,10,Low,Unknown,2026-03-07 16:13:58
1138,BENIGN,10,Low,Unknown,2026-03-07 16:14:00
1139,BENIGN,10,Low,Unknown,2026-03-07 16:14:03
1140,BENIGN,10,Low,Unknown,2026-03-07 16:14:05
1141,BENIGN,10,Low,Unknown,2026-03-07 16:14:07
1142,BENIGN,10,Low,Unknown,2026-03-07 16:14:09
1143,Data Exfiltration,71,High,Exfiltration,2026-03-07 16:14:11
1144,BENIGN,10,Low,Unknown,2026-03-07 16:14:13
1145,BENIGN,10,Low,Unknown,2026-03-07 16:14:15
1146,BENIGN,10,Low,Unknown,2026-03-07 16:14:18
1147,Privilege Escalation,82,High,Privilege Escalation,2026-03-07 16:14:20
1148,BENIGN,10,Low,Unknown,2026-03-07 16:14:22
1149,BENIGN,10,Low,Unknown,2026-03-07 16:14:24
1150,BENIGN,10,Low,Unknown,2026-03-07 16:14:26
1151,Privilege Escalation,76,High,Privilege Escalation,2026-03-07 16:14:28
1152,BENIGN,10,Low,Unknown,2026-03-07 16:14:30
1153,BENIGN,10,Low,Unknown,2026-03-07 16:14:32
1154,Phishing Attempt,73,High,Initial Access,2026-03-07 16:14:34
1155,Malware Beaconing,93,Critical,Command and Control,2026-03-07 16:14:36
1156,Phishing Attempt,72,High,Initial Access,2026-03-07 16:14:38
1157,BENIGN,10,Low,Unknown,2026-03-07 16:14:41
1158,PortScan,50,Medium,Reconnaissance,2026-03-07 16:14:43
1159,Data Exfiltration,95,Critical,Exfiltration,2026-03-07 16:14:45
1160,BENIGN,10,Low,Unknown,2026-03-07 16:14:47
1161,BENIGN,10,Low,Unknown,2026-03-07 16:14:49
1162,BENIGN,10,Low,Unknown,2026-03-07 16:14:51
1163,Data Exfiltration,74,High,Exfiltration,2026-03-07 16:14:53
1164,PortScan,50,Medium,Reconnaissance,2026-03-07 16:14:55
1165,BENIGN,10,Low,Unknown,2026-03-07 16:14:58
1166,Data Exfiltration,91,Critical,Exfiltration,2026-03-07 16:15:00
1167,DDoS,90,Critical,Impact,2026-03-07 16:15:02
1168,DDoS,90,Critical,Impact,2026-03-07 16:15:04
1169,Phishing Attempt,86,High,Initial Access,2026-03-07 16:15:06
1170,BENIGN,10,Low,Unknown,2026-03-07 16:15:08
1171,BENIGN,10,Low,Unknown,2026-03-07 16:15:11
1172,BENIGN,10,Low,Unknown,2026-03-07 16:15:13
1173,BENIGN,10,Low,Unknown,2026-03-07 16:15:15
1174,BENIGN,10,Low,Unknown,2026-03-07 16:15:17
1175,BENIGN,10,Low,Unknown,2026-03-07 16:15:20
1176,Phishing Attempt,93,Critical,Initial Access,2026-03-07 16:15:22
1177,BENIGN,10,Low,Unknown,2026-03-07 16:15:24
1178,Phishing Attempt,90,Critical,Initial Access,2026-03-07 16:15:26
1179,Phishing Attempt,71,High,Initial Access,2026-03-07 16:15:28
1180,Phishing Attempt,70,High,Initial Access,2026-03-07 16:15:30
1181,BENIGN,10,Low,Unknown,2026-03-07 16:15:32
1182,Malware Beaconing,94,Critical,Command and Control,2026-03-07 16:15:34
1183,BENIGN,10,Low,Unknown,2026-03-07 16:15:36
1184,BENIGN,10,Low,Unknown,2026-03-07 16:15:39
1185,Ransomware Activity,80,High,Impact,2026-03-07 16:15:41
1186,BENIGN,10,Low,Unknown,2026-03-07 16:15:43
1187,Malware Beaconing,77,High,Command and Control,2026-03-07 16:15:45
1188,BENIGN,10,Low,Unknown,2026-03-07 16:15:47
1189,BENIGN,10,Low,Unknown,2026-03-07 16:15:49
1190,DoS Hulk,85,High,Unknown,2026-03-07 16:15:52
1191,BENIGN,10,Low,Unknown,2026-03-07 16:15:54
1192,BENIGN,10,Low,Unknown,2026-03-07 16:15:56
1193,Ransomware Activity,93,Critical,Impact,2026-03-07 16:15:58
1194,BENIGN,10,Low,Unknown,2026-03-07 16:16:01
1195,BENIGN,10,Low,Unknown,2026-03-07 16:16:03
1196,BENIGN,10,Low,Unknown,2026-03-07 16:16:05
1197,Privilege Escalation,82,High,Privilege Escalation,2026-03-07 16:16:07
1198,BENIGN,10,Low,Unknown,2026-03-07 16:16:09
1199,DoS Hulk,85,High,Unknown,2026-03-07 16:16:12
1200,BENIGN,10,Low,Unknown,2026-03-07 16:16:14
1201,Data Exfiltration,81,High,Exfiltration,2026-03-07 16:16:16
1202,BENIGN,10,Low,Unknown,2026-03-07 16:16:18
1203,BENIGN,10,Low,Unknown,2026-03-07 16:16:20
1204,PortScan,50,Medium,Reconnaissance,2026-03-07 16:16:23
1205,BENIGN,10,Low,Unknown,2026-03-07 16:16:25
1206,BENIGN,10,Low,Unknown,2026-03-07 16:16:27
1207,BENIGN,10,Low,Unknown,2026-03-07 16:16:29
1208,DoS Hulk,85,High,Unknown,2026-03-07 16:16:31
1209,Privilege Escalation,83,High,Privilege Escalation,2026-03-07 16:16:33
1210,BENIGN,10,Low,Unknown,2026-03-07 16:16:36
1211,BENIGN,10,Low,Unknown,2026-03-07 16:16:38
1212,DDoS,90,Critical,Impact,2026-03-07 16:16:40
1213,BENIGN,10,Low,Unknown,2026-03-07 16:16:42
1214,Data Exfiltration,81,High,Exfiltration,2026-03-07 16:16:44
1215,BENIGN,10,Low,Unknown,2026-03-07 16:16:46
1216,BENIGN,10,Low,Unknown,2026-03-07 16:16:49
1217,BENIGN,10,Low,Unknown,2026-03-07 16:16:51
1218,Ransomware Activity,71,High,Impact,2026-03-07 16:16:53
1219,Privilege Escalation,92,Critical,Privilege Escalation,2026-03-07 16:16:55
1220,Ransomware Activity,93,Critical,Impact,2026-03-07 16:16:57
1221,BENIGN,10,Low,Unknown,2026-03-07 16:16:59
1222,BENIGN,10,Low,Unknown,2026-03-07 16:17:01
1223,BENIGN,10,Low,Unknown,2026-03-07 16:17:03
1224,BENIGN,10,Low,Unknown,2026-03-07 16:17:05
1225,BENIGN,10,Low,Unknown,2026-03-07 16:17:07
1226,BENIGN,10,Low,Unknown,2026-03-07 16:17:10
1227,BENIGN,10,Low,Unknown,2026-03-07 16:17:12
1228,BENIGN,10,Low,Unknown,2026-03-07 16:17:14
1229,BENIGN,10,Low,Unknown,2026-03-07 16:17:17
1230,BENIGN,10,Low,Unknown,2026-03-07 16:17:19
1231,Data Exfiltration,93,Critical,Exfiltration,2026-03-07 16:17:21
1232,BENIGN,10,Low,Unknown,2026-03-07 16:17:23
1233,BENIGN,10,Low,Unknown,2026-03-07 16:17:26
1234,BENIGN,10,Low,Unknown,2026-03-07 16:17:28
1235,BENIGN,10,Low,Unknown,2026-03-07 16:17:30
1236,BENIGN,10,Low,Unknown,2026-03-07 16:17:32
1237,BENIGN,10,Low,Unknown,2026-03-07 16:17:35
1238,BENIGN,10,Low,Unknown,2026-03-07 16:17:37
1239,SSH-Patator,75,High,Credential Access,2026-03-07 16:17:39
1240,Phishing Attempt,77,High,Initial Access,2026-03-07 16:17:41
1241,Phishing Attempt,79,High,Initial Access,2026-03-07 16:17:43
1242,BENIGN,10,Low,Unknown,2026-03-07 16:17:45
1243,BENIGN,10,Low,Unknown,2026-03-07 16:17:47
1244,Phishing Attempt,74,High,Initial Access,2026-03-07 16:17:49
1245,Data Exfiltration,93,Critical,Exfiltration,2026-03-07 16:17:51
1246,Phishing Attempt,83,High,Initial Access,2026-03-07 16:17:53
1247,Data Exfiltration,84,High,Exfiltration,2026-03-07 16:17:55
1248,Phishing Attempt,90,Critical,Initial Access,2026-03-07 16:17:57
1249,BENIGN,10,Low,Unknown,2026-03-07 16:18:00
1250,BENIGN,10,Low,Unknown,2026-03-07 16:18:02
1251,PortScan,50,Medium,Reconnaissance,2026-03-07 16:18:04
1252,Privilege Escalation,81,High,Privilege Escalation,2026-03-07 16:18:06
1253,BENIGN,10,Low,Unknown,2026-03-07 16:18:08
1254,BENIGN,10,Low,Unknown,2026-03-07 16:18:11
1255,BENIGN,10,Low,Unknown,2026-03-07 16:18:13
1256,BENIGN,10,Low,Unknown,2026-03-07 16:18:15
1257,Data Exfiltration,88,High,Exfiltration,2026-03-07 16:18:17
1258,BENIGN,10,Low,Unknown,2026-03-07 16:18:19
1259,BENIGN,10,Low,Unknown,2026-03-07 16:18:22
1260,BENIGN,10,Low,Unknown,2026-03-07 16:18:24
1261,BENIGN,10,Low,Unknown,2026-03-07 16:18:26
1262,BENIGN,10,Low,Unknown,2026-03-07 16:18:28
1263,Ransomware Activity,75,High,Impact,2026-03-07 16:18:30
1264,BENIGN,10,Low,Unknown,2026-03-07 16:18:33
1265,Data Exfiltration,79,High,Exfiltration,2026-03-07 16:18:35
1266,BENIGN,10,Low,Unknown,2026-03-07 16:18:37
1267,BENIGN,10,Low,Unknown,2026-03-07 16:18:39
1268,Privilege Escalation,87,High,Privilege Escalation,2026-03-07 16:18:41
1269,BENIGN,10,Low,Unknown,2026-03-07 16:18:44
1270,Privilege Escalation,70,High,Privilege Escalation,2026-03-07 16:18:46
1271,BENIGN,10,Low,Unknown,2026-03-07 16:18:48
1272,DDoS,90,Critical,Impact,2026-03-07 16:18:50
1273,Malware Beaconing,80,High,Command and Control,2026-03-07 16:18:52
1274,BENIGN,10,Low,Unknown,2026-03-07 16:18:54
1275,BENIGN,10,Low,Unknown,2026-03-07 16:18:57
1276,BENIGN,10,Low,Unknown,2026-03-07 16:18:59
1277,Privilege Escalation,90,Critical,Privilege Escalation,2026-03-07 16:19:01
1278,DDoS,90,Critical,Impact,2026-03-07 16:19:03
1279,BENIGN,10,Low,Unknown,2026-03-07 16:19:05
1280,BENIGN,10,Low,Unknown,2026-03-07 16:19:08
1281,DDoS,90,Critical,Impact,2026-03-07 16:19:10
1282,Data Exfiltration,85,High,Exfiltration,2026-03-07 16:19:12
1283,DoS Hulk,85,High,Unknown,2026-03-07 16:19:14
1284,BENIGN,10,Low,Unknown,2026-03-07 16:19:16
1285,BENIGN,10,Low,Unknown,2026-03-07 16:19:19
1286,Privilege Escalation,88,High,Privilege Escalation,2026-03-07 16:19:21
1287,Malware Beaconing,72,High,Command and Control,2026-03-07 16:19:23
1288,BENIGN,10,Low,Unknown,2026-03-07 16:19:25
1289,PortScan,50,Medium,Reconnaissance,2026-03-07 16:19:27
1290,BENIGN,10,Low,Unknown,2026-03-07 16:19:29
1291,BENIGN,10,Low,Unknown,2026-03-07 16:19:31
1292,BENIGN,10,Low,Unknown,2026-03-07 16:19:33
1293,DDoS,90,Critical,Impact,2026-03-07 16:19:36
1294,BENIGN,10,Low,Unknown,2026-03-07 16:19:38
1295,BENIGN,10,Low,Unknown,2026-03-07 16:19:40
1296,Malware Beaconing,93,Critical,Command and Control,2026-03-07 16:19:42
1297,Privilege Escalation,89,High,Privilege Escalation,2026-03-07 16:19:44
1298,Data Exfiltration,71,High,Exfiltration,2026-03-07 16:19:46
1299,Malware Beaconing,91,Critical,Command and Control,2026-03-07 16:19:48
1300,Phishing Attempt,70,High,Initial Access,2026-03-07 16:19:50
1301,Ransomware Activity,85,High,Impact,2026-03-07 16:19:52
1302,BENIGN,10,Low,Unknown,2026-03-07 16:19:54
1303,BENIGN,10,Low,Unknown,2026-03-07 16:19:57
1304,BENIGN,10,Low,Unknown,2026-03-07 16:19:59
1305,BENIGN,10,Low,Unknown,2026-03-07 16:20:01
1306,BENIGN,10,Low,Unknown,2026-03-07 16:20:03
1307,BENIGN,10,Low,Unknown,2026-03-07 16:20:05
1308,BENIGN,10,Low,Unknown,2026-03-07 16:20:08
1309,BENIGN,10,Low,Unknown,2026-03-07 16:20:10
1310,BENIGN,10,Low,Unknown,2026-03-07 16:20:12
1311,PortScan,50,Medium,Reconnaissance,2026-03-07 16:20:14
1312,Privilege Escalation,80,High,Privilege Escalation,2026-03-07 16:20:16
1313,PortScan,50,Medium,Reconnaissance,2026-03-07 16:20:18
1314,Phishing Attempt,83,High,Initial Access,2026-03-07 16:20:20
1315,BENIGN,10,Low,Unknown,2026-03-07 16:20:22
1316,DDoS,90,Critical,Impact,2026-03-07 16:20:25
1317,Ransomware Activity,74,High,Impact,2026-03-07 16:20:27
1318,DoS Hulk,85,High,Unknown,2026-03-07 16:20:29
1319,BENIGN,10,Low,Unknown,2026-03-07 16:20:31
